,filename,hostname,vrf_name,description,address_family,import_type,import_id,export_type,export_id
5219,10.122.28.172,RAC_PSC4M21C,definition Mgmt-intf,,ipv6,,,,
5220,10.122.28.172,RAC_PSC4M21C,definition lte,,ipv4,,,,
5221,10.122.24.124,RAC_WPEPP21C,definition Mgmt-intf,,ipv6,,,,
5222,10.122.47.26,RAC_STPVM21C,definition Mgmt-intf,,ipv6,,,,
5223,10.122.47.26,RAC_STPVM21C,definition lte,,ipv4,,,,
5224,10.122.35.229,RAC_BPUMM21C,definition Mgmt-intf,,ipv6,,,,
5225,10.122.35.229,RAC_BPUMM21C,definition lte,,ipv4,,,,
5226,10.122.32.201,RAC_CAS1B21C,definition Mgmt-intf,,ipv6,,,,
5227,10.122.17.108,RAC_PY48M21C,definition Mgmt-intf,,ipv6,,,,
5228,10.122.17.108,RAC_PY48M21C,definition lte,,ipv4,,,,
5229,10.122.41.7,RAC_OTKLM21C,definition Mgmt-intf,,ipv6,,,,
5230,10.122.41.7,RAC_OTKLM21C,definition lte,,ipv4,,,,
5231,10.122.26.196,RAC_P117M21C,definition Mgmt-intf,,ipv6,,,,
5232,10.122.26.196,RAC_P117M21C,definition lte,,ipv4,,,,
5233,10.122.13.21,RAC_BKLSM21C,definition Mgmt-intf,,ipv6,,,,
5234,10.122.13.21,RAC_BKLSM21C,definition lte,,ipv4,,,,
5235,10.122.12.25,RAC_SRNKM21C,definition Mgmt-intf,,ipv6,,,,
5236,10.122.12.25,RAC_SRNKM21C,definition lte,,ipv4,,,,
5237,10.125.198.89,RAC_WBB2P21C,definition Mgmt-intf,,ipv6,,,,
5238,10.124.216.143,RAC_RYNCM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5239,10.124.216.143,RAC_RYNCM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5240,10.124.209.11,RAC_UDSPM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5241,10.124.209.11,RAC_UDSPM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5242,10.122.19.216,RAC_SHPBP21C,definition Mgmt-intf,,ipv6,,,,
5243,10.122.46.84,RAC_LTONM21C,definition Mgmt-intf,,ipv6,,,,
5244,10.122.46.84,RAC_LTONM21C,definition lte,,ipv4,,,,
5245,10.122.48.197,RAC_SPCTM21C,definition Mgmt-intf,,ipv6,,,,
5246,10.122.48.197,RAC_SPCTM21C,definition lte,,ipv4,,,,
5247,10.122.20.231,RAC_BB31M21C,definition Mgmt-intf,,ipv6,,,,
5248,10.122.20.231,RAC_BB31M21C,definition lte,,ipv4,,,,
5249,10.122.18.73,RAC_LMBHP21C,definition Mgmt-intf,,ipv6,,,,
5250,10.122.11.105,RAC_KW45M21C,definition Mgmt-intf,,ipv6,,,,
5251,10.122.11.105,RAC_KW45M21C,definition lte,,ipv4,,,,
5252,10.122.8.247,RAC_LTR4P21C,definition Mgmt-intf,,ipv6,,,,
5253,10.122.24.25,RAC_PASPM21C,definition Mgmt-intf,,ipv6,,,,
5254,10.122.24.25,RAC_PASPM21C,definition lte,,ipv4,,,,
5255,10.122.28.235,RAC_KNCNM21C,definition Mgmt-intf,,ipv6,,,,
5256,10.122.28.235,RAC_KNCNM21C,definition lte,,ipv4,,,,
5257,10.122.9.157,RAC_VEJHP21C,definition Mgmt-intf,,ipv6,,,,
5258,10.125.198.84,RAC_CATAP21C,definition Mgmt-intf,,ipv6,,,,
5259,10.122.31.84,RAC_JOASM21C,definition Mgmt-intf,,ipv6,,,,
5260,10.122.31.84,RAC_JOASM21C,definition lte,,ipv4,,,,
5261,10.122.30.170,RAC_AMRTM21C,definition Mgmt-intf,,ipv6,,,,
5262,10.122.30.170,RAC_AMRTM21C,definition lte,,ipv4,,,,
5263,10.124.211.150,RAC_TWN1M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5264,10.124.211.150,RAC_TWN1M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5265,10.122.30.77,RAC_BHLOM21C,definition Mgmt-intf,,ipv6,,,,
5266,10.122.30.77,RAC_BHLOM21C,definition lte,,ipv4,,,,
5267,10.122.11.102,RAC_KW09M21C,definition Mgmt-intf,,ipv6,,,,
5268,10.122.42.249,RAC_KTL5M21C,definition Mgmt-intf,,ipv6,,,,
5269,10.122.42.249,RAC_KTL5M21C,definition lte,,ipv4,,,,
5270,10.122.65.214,RAC_TCLEM21C,definition Mgmt-intf,,ipv6,,,,
5271,10.122.65.214,RAC_TCLEM21C,definition lte,,ipv4,,,,
5272,10.124.218.92,RAC_BCLOM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5273,10.124.218.92,RAC_BCLOM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5274,10.122.10.100,RAC_CLTWP21C,definition Mgmt-intf,,ipv6,,,,
5275,10.124.216.73,RAC_BTRUM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5276,10.124.216.73,RAC_BTRUM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5277,10.124.210.107,RAC_ECRNM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5278,10.124.210.107,RAC_ECRNM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5279,10.122.15.184,RAC_KN27M21C,definition Mgmt-intf,,ipv6,,,,
5280,10.122.15.184,RAC_KN27M21C,definition lte,,ipv4,,,,
5281,10.124.209.1,RAC_THS1M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5282,10.124.209.1,RAC_THS1M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5283,10.122.64.218,RAC_BP41M21C,definition Mgmt-intf,,ipv6,,,,
5284,10.122.64.218,RAC_BP41M21C,definition lte,,ipv4,,,,
5285,10.122.18.12,RAC_WCHLM21C,definition Mgmt-intf,,ipv6,,,,
5286,10.122.18.12,RAC_WCHLM21C,definition lte,,ipv4,,,,
5287,10.122.25.205,RAC_R2PBM21C,definition Mgmt-intf,,ipv6,,,,
5288,10.122.25.205,RAC_R2PBM21C,definition lte,,ipv4,,,,
5289,10.122.14.107,RAC_FBKIM21C,definition Mgmt-intf,,ipv6,,,,
5290,10.122.14.107,RAC_FBKIM21C,definition lte,,ipv4,,,,
5291,10.122.65.135,RAC_NDSRM21C,definition Mgmt-intf,,ipv6,,,,
5292,10.122.65.135,RAC_NDSRM21C,definition lte,,ipv4,,,,
5293,10.122.10.167,RAC_HKDOM21C,definition Mgmt-intf,,ipv6,,,,
5294,10.122.10.167,RAC_HKDOM21C,definition lte,,ipv4,,,,
5295,10.122.26.22,RAC_TPKSP21C,definition Mgmt-intf,,ipv6,,,,
5296,10.122.31.217,RAC_SK16M21C,definition Mgmt-intf,,ipv6,,,,
5297,10.122.31.217,RAC_SK16M21C,definition lte,,ipv4,,,,
5298,10.124.211.44,RAC_TMRSM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5299,10.124.211.44,RAC_TMRSM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5300,10.122.46.54,RAC_KN30M21C,definition Mgmt-intf,,ipv6,,,,
5301,10.122.46.54,RAC_KN30M21C,definition lte,,ipv4,,,,
5302,10.122.64.200,RAC_RK82M21C,definition Mgmt-intf,,ipv6,,,,
5303,10.122.64.200,RAC_RK82M21C,definition lte,,ipv4,,,,
5304,10.122.15.197,RAC_VPCTM21C,definition Mgmt-intf,,ipv6,,,,
5305,10.122.15.197,RAC_VPCTM21C,definition lte,,ipv4,,,,
5306,10.122.14.188,RAC_TN21P21C,definition Mgmt-intf,,ipv6,,,,
5307,10.122.34.220,RAC_BN14M21C,definition Mgmt-intf,,ipv6,,,,
5308,10.122.34.220,RAC_BN14M21C,definition lte,,ipv4,,,,
5309,10.122.35.168,RAC_LTL6P21C,definition Mgmt-intf,,ipv6,,,,
5310,10.122.15.122,RAC_JTMBP21C,definition Mgmt-intf,,ipv6,,,,
5311,10.122.44.213,RAC_BSN2M21C,definition Mgmt-intf,,ipv6,,,,
5312,10.122.28.124,RAC_SWBRM21C,definition Mgmt-intf,,ipv6,,,,
5313,10.122.28.124,RAC_SWBRM21C,definition lte,,ipv4,,,,
5314,10.122.35.77,RAC_PAVDM21C,definition Mgmt-intf,,ipv6,,,,
5315,10.122.35.77,RAC_PAVDM21C,definition lte,,ipv4,,,,
5316,10.124.211.22,RAC_S565M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5317,10.124.211.22,RAC_S565M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5318,10.122.25.215,RAC_KRKLM21C,definition Mgmt-intf,,ipv6,,,,
5319,10.122.25.215,RAC_KRKLM21C,definition lte,,ipv4,,,,
5320,10.122.20.248,RAC_SP29M21C,definition Mgmt-intf,,ipv6,,,,
5321,10.122.20.248,RAC_SP29M21C,definition lte,,ipv4,,,,
5322,10.122.64.205,RAC_LKA4M21C,definition Mgmt-intf,,ipv6,,,,
5323,10.122.64.205,RAC_LKA4M21C,definition lte,,ipv4,,,,
5324,10.122.28.44,RAC_TBMPM21C,definition Mgmt-intf,,ipv6,,,,
5325,10.122.28.44,RAC_TBMPM21C,definition lte,,ipv4,,,,
5326,10.122.41.53,RAC_YPWMM21C,definition Mgmt-intf,,ipv6,,,,
5327,10.122.41.53,RAC_YPWMM21C,definition lte,,ipv4,,,,
5328,10.124.43.165,RAC_DPCOM01C,definition AP_OAM,,ipv4,,,,
5329,10.124.43.165,RAC_DPCOM01C,definition WiFi_CWDC,,ipv4,,,,
5330,10.124.43.165,RAC_DPCOM01C,definition back_office,,ipv4,,,,
5331,10.124.43.165,RAC_DPCOM01C,definition intwl_service,,ipv4,,,,
5332,10.124.211.24,RAC_WPWSM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5333,10.124.211.24,RAC_WPWSM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5334,10.122.47.124,RAC_TBBHM21C,definition Mgmt-intf,,ipv6,,,,
5335,10.122.20.25,RAC_LKS2M21C,definition Mgmt-intf,,ipv6,,,,
5336,10.122.20.25,RAC_LKS2M21C,definition lte,,ipv4,,,,
5337,10.122.35.140,RAC_CTS5M21C,definition Mgmt-intf,,ipv6,,,,
5338,10.122.35.140,RAC_CTS5M21C,definition lte,,ipv4,,,,
5339,10.124.210.97,RAC_LPPBB51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5340,10.124.210.97,RAC_LPPBB51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5341,10.122.1.122,RSW_SCT201C,definition mgmtVrf,,ipv6,,,,
5342,10.122.29.21,RAC_LWREM21C,definition Mgmt-intf,,ipv6,,,,
5343,10.122.29.21,RAC_LWREM21C,definition lte,,ipv4,,,,
5344,10.122.23.22,RAC_CIS1P21C,definition Mgmt-intf,,ipv6,,,,
5345,10.122.24.189,RAC_R50PP21C,definition Mgmt-intf,,ipv6,,,,
5346,10.122.14.233,RAC_PCTWP21C,definition Mgmt-intf,,ipv6,,,,
5347,10.122.23.75,RAC_CNP2M21C,definition Mgmt-intf,,ipv6,,,,
5348,10.122.23.75,RAC_CNP2M21C,definition lte,,ipv4,,,,
5349,10.122.12.185,RAC_RCRNM21C,definition Mgmt-intf,,ipv6,,,,
5350,10.122.12.185,RAC_RCRNM21C,definition lte,,ipv4,,,,
5351,10.122.41.22,RAC_SKKBM21C,definition Mgmt-intf,,ipv6,,,,
5352,10.122.47.76,RAC_BSUUM21C,definition Mgmt-intf,,ipv6,,,,
5353,10.122.47.76,RAC_BSUUM21C,definition lte,,ipv4,,,,
5354,10.122.41.197,RAC_CLP7M21C,definition Mgmt-intf,,ipv6,,,,
5355,10.122.41.197,RAC_CLP7M21C,definition lte,,ipv4,,,,
5356,10.122.44.148,RAC_RN18M21C,definition Mgmt-intf,,ipv6,,,,
5357,10.122.44.148,RAC_RN18M21C,definition lte,,ipv4,,,,
5358,10.122.27.171,RAC_K643M21C,definition Mgmt-intf,,ipv6,,,,
5359,10.122.27.171,RAC_K643M21C,definition lte,,ipv4,,,,
5360,10.124.209.18,RAC_MTT1M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5361,10.124.209.18,RAC_MTT1M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5362,10.122.44.42,RAC_NK72M21C,definition Mgmt-intf,,ipv6,,,,
5363,10.122.44.42,RAC_NK72M21C,definition lte,,ipv4,,,,
5364,10.122.28.246,RAC_NNWNM21C,definition Mgmt-intf,,ipv6,,,,
5365,10.122.28.246,RAC_NNWNM21C,definition lte,,ipv4,,,,
5366,10.122.24.70,RAC_RSK8M21C,definition Mgmt-intf,,ipv6,,,,
5367,10.122.24.70,RAC_RSK8M21C,definition lte,,ipv4,,,,
5368,10.122.43.88,RAC_RTNVP21C,definition Mgmt-intf,,ipv6,,,,
5369,10.122.9.123,RAC_RM3XM21C,definition Mgmt-intf,,ipv6,,,,
5370,10.122.9.123,RAC_RM3XM21C,definition lte,,ipv4,,,,
5371,10.122.66.228,RAC_KLBYM21C,definition Mgmt-intf,,ipv6,,,,
5372,10.124.210.219,RAC_BUR3M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5373,10.124.210.219,RAC_BUR3M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5374,10.122.18.171,RAC_SKNHP21C,definition Mgmt-intf,,ipv6,,,,
5375,10.122.27.247,RAC_RWT8M21C,definition Mgmt-intf,,ipv6,,,,
5376,10.122.27.247,RAC_RWT8M21C,definition lte,,ipv4,,,,
5377,10.122.42.217,RAC_SM21M21C,definition Mgmt-intf,,ipv6,,,,
5378,10.122.42.217,RAC_SM21M21C,definition lte,,ipv4,,,,
5379,10.122.64.185,RAC_SP37M21C,definition Mgmt-intf,,ipv6,,,,
5380,10.122.48.27,RAC_NKD2M21C,definition Mgmt-intf,,ipv6,,,,
5381,10.122.48.27,RAC_NKD2M21C,definition lte,,ipv4,,,,
5382,10.124.215.56,RAC_MHWIM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5383,10.124.215.56,RAC_MHWIM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5384,10.124.209.116,RAC_KSARM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5385,10.124.209.116,RAC_KSARM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5386,10.122.31.244,RAC_PD14M21C,definition Mgmt-intf,,ipv6,,,,
5387,10.122.31.244,RAC_PD14M21C,definition lte,,ipv4,,,,
5388,10.122.12.230,RAC_WSNMM21C,definition Mgmt-intf,,ipv6,,,,
5389,10.122.12.230,RAC_WSNMM21C,definition lte,,ipv4,,,,
5390,10.122.28.23,RAC_BNAAM21C,definition Mgmt-intf,,ipv6,,,,
5391,10.122.42.119,RAC_TBI2P21C,definition Mgmt-intf,,ipv6,,,,
5392,10.122.8.71,RAC_WMKLM21C,definition Mgmt-intf,,ipv6,,,,
5393,10.122.8.71,RAC_WMKLM21C,definition lte,,ipv4,,,,
5394,10.122.35.246,RAC_BDT6M21C,definition Mgmt-intf,,ipv6,,,,
5395,10.122.35.246,RAC_BDT6M21C,definition lte,,ipv4,,,,
5396,10.122.46.185,RAC_SSR4M21C,definition Mgmt-intf,,ipv6,,,,
5397,10.122.46.185,RAC_SSR4M21C,definition lte,,ipv4,,,,
5398,10.122.16.24,RAC_BHGMM21C,definition Mgmt-intf,,ipv6,,,,
5399,10.122.16.24,RAC_BHGMM21C,definition lte,,ipv4,,,,
5400,10.124.209.50,RAC_PLDTM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5401,10.124.209.50,RAC_PLDTM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5402,10.122.8.234,RAC_THCCP21C,definition Mgmt-intf,,ipv6,,,,
5403,10.122.25.237,RAC_IVT1B21C,definition Mgmt-intf,,ipv6,,,,
5404,10.122.41.141,RAC_GMP2M21C,definition Mgmt-intf,,ipv6,,,,
5405,10.122.41.141,RAC_GMP2M21C,definition lte,,ipv4,,,,
5406,10.122.15.200,RAC_NMCMM21C,definition Mgmt-intf,,ipv6,,,,
5407,10.122.15.200,RAC_NMCMM21C,definition lte,,ipv4,,,,
5408,10.122.8.165,RAC_MLTRM21C,definition Mgmt-intf,,ipv6,,,,
5409,10.122.8.165,RAC_MLTRM21C,definition lte,,ipv4,,,,
5410,10.122.43.230,RAC_ASN2M21C,definition Mgmt-intf,,ipv6,,,,
5411,10.122.43.230,RAC_ASN2M21C,definition lte,,ipv4,,,,
5412,10.124.213.197,RAC_USK2M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5413,10.124.213.197,RAC_USK2M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5414,10.124.213.116,RAC_NRK3M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5415,10.124.213.116,RAC_NRK3M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5416,10.122.8.190,RAC_IBMTP21C,definition Mgmt-intf,,ipv6,,,,
5417,10.122.8.190,RAC_IBMTP21C,definition lte,,ipv4,,,,
5418,10.122.44.55,RAC_BN27M21C,definition Mgmt-intf,,ipv6,,,,
5419,10.122.44.55,RAC_BN27M21C,definition lte,,ipv4,,,,
5420,10.124.44.228,RAC_BB31M31C,definition Mgmt-intf,,ipv6,,,,
5421,10.122.15.250,RAC_PHIBM21C,definition Mgmt-intf,,ipv6,,,,
5422,10.122.15.250,RAC_PHIBM21C,definition lte,,ipv4,,,,
5423,10.124.210.144,RAC_EGCOP51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5424,10.124.210.144,RAC_EGCOP51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5425,10.122.41.171,RAC_MBBBA21C,definition Mgmt-intf,,ipv6,,,,
5426,10.122.23.173,RAC_RYRIM21C,definition Mgmt-intf,,ipv6,,,,
5427,10.122.23.173,RAC_RYRIM21C,definition lte,,ipv4,,,,
5428,10.122.13.93,RAC_CRHOP21C,definition Mgmt-intf,,ipv6,,,,
5429,10.122.67.100,RAC_BRFHM21C,definition Mgmt-intf,,ipv6,,,,
5430,10.122.67.100,RAC_BRFHM21C,definition lte,,ipv4,,,,
5431,10.122.17.5,RAC_MPGVM21C,definition Mgmt-intf,,ipv6,,,,
5432,10.122.17.5,RAC_MPGVM21C,definition lte,,ipv4,,,,
5433,10.122.31.213,RAC_RBTWP21C,definition Mgmt-intf,,ipv6,,,,
5434,10.125.197.228,RAC_BNAHM21C,definition Mgmt-intf,,ipv6,,,,
5435,10.125.197.228,RAC_BNAHM21C,definition lte,,ipv4,,,,
5436,10.122.45.7,RAC_UPLCP21C,definition Mgmt-intf,,ipv6,,,,
5437,10.122.30.148,RAC_CN34M21C,definition Mgmt-intf,,ipv6,,,,
5438,10.122.30.148,RAC_CN34M21C,definition lte,,ipv4,,,,
5439,10.124.211.23,RAC_TNRMM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5440,10.124.211.23,RAC_TNRMM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5441,10.122.21.188,RAC_R211M21C,definition Mgmt-intf,,ipv6,,,,
5442,10.122.21.188,RAC_R211M21C,definition lte,,ipv4,,,,
5443,10.122.16.180,RAC_BALPM21C,definition Mgmt-intf,,ipv6,,,,
5444,10.122.16.180,RAC_BALPM21C,definition lte,,ipv4,,,,
5445,10.122.21.247,RAC_FPSHP21C,definition Mgmt-intf,,ipv6,,,,
5446,10.122.70.133,RAC_PUEYP21C,definition Mgmt-intf,,ipv6,,,,
5447,10.122.42.109,RAC_RMPNM21C,definition Mgmt-intf,,ipv6,,,,
5448,10.122.20.185,RAC_TOSKM21C,definition Mgmt-intf,,ipv6,,,,
5449,10.122.20.185,RAC_TOSKM21C,definition lte,,ipv4,,,,
5450,10.122.25.11,RAC_PLDWP21C,definition Mgmt-intf,,ipv6,,,,
5451,10.122.25.11,RAC_PLDWP21C,definition lte,,ipv4,,,,
5452,10.122.14.168,RAC_SATGM21C,definition Mgmt-intf,,ipv6,,,,
5453,10.122.14.168,RAC_SATGM21C,definition lte,,ipv4,,,,
5454,10.122.12.12,RAC_EM21M21C,definition Mgmt-intf,,ipv6,,,,
5455,10.122.12.12,RAC_EM21M21C,definition lte,,ipv4,,,,
5456,10.122.33.188,RAC_NCFMM21C,definition Mgmt-intf,,ipv6,,,,
5457,10.122.33.188,RAC_NCFMM21C,definition lte,,ipv4,,,,
5458,10.122.32.199,RAC_PHAYP21C,definition Mgmt-intf,,ipv6,,,,
5459,10.122.33.212,RAC_PLCTM21C,definition Mgmt-intf,,ipv6,,,,
5460,10.122.33.212,RAC_PLCTM21C,definition lte,,ipv4,,,,
5461,10.122.17.221,RAC_PSWGM21C,definition Mgmt-intf,,ipv6,,,,
5462,10.122.17.221,RAC_PSWGM21C,definition lte,,ipv4,,,,
5463,10.122.47.119,RAC_TYMHB21C,definition Mgmt-intf,,ipv6,,,,
5464,10.122.47.119,RAC_TYMHB21C,definition lte,,ipv4,,,,
5465,10.124.212.209,RAC_FACOM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5466,10.124.212.209,RAC_FACOM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5467,10.125.200.137,RAC_PT1RM21C,definition Mgmt-intf,,ipv6,,,,
5468,10.125.200.137,RAC_PT1RM21C,definition lte,,ipv4,,,,
5469,10.124.218.97,RAC_LBA1B51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5470,10.124.218.97,RAC_LBA1B51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5471,10.122.48.117,RAC_KTB4M21C,definition Mgmt-intf,,ipv6,,,,
5472,10.122.48.117,RAC_KTB4M21C,definition lte,,ipv4,,,,
5473,10.122.42.182,RAC_P36RM21C,definition Mgmt-intf,,ipv6,,,,
5474,10.122.21.108,RAC_PB36M21C,definition Mgmt-intf,,ipv6,,,,
5475,10.122.21.108,RAC_PB36M21C,definition lte,,ipv4,,,,
5476,10.122.47.244,RAC_PACUM21C,definition Mgmt-intf,,ipv6,,,,
5477,10.122.47.244,RAC_PACUM21C,definition lte,,ipv4,,,,
5478,10.122.18.69,RAC_WSTWP21C,definition Mgmt-intf,,ipv6,,,,
5479,10.122.14.76,RAC_THSTP21C,definition Mgmt-intf,,ipv6,,,,
5480,10.124.211.27,RAC_RRSTP51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5481,10.124.211.27,RAC_RRSTP51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5482,10.122.4.58,POIAG_KKMT01C,definition Cisco_OAM,,ipv4,,,,
5483,10.122.4.58,POIAG_KKMT01C,definition Mgmt-intf,,ipv6,,,,
5484,10.122.33.149,RAC_SR38M21C,definition Mgmt-intf,,ipv6,,,,
5485,10.122.33.149,RAC_SR38M21C,definition lte,,ipv4,,,,
5486,10.122.68.183,RAC_LPBTM21C,definition Mgmt-intf,,ipv6,,,,
5487,10.122.68.183,RAC_LPBTM21C,definition lte,,ipv4,,,,
5488,10.124.211.19,RAC_KM11M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5489,10.124.211.19,RAC_KM11M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5490,10.125.197.236,RAC_MPN1M21C,definition Mgmt-intf,,ipv6,,,,
5491,10.125.197.236,RAC_MPN1M21C,definition lte,,ipv4,,,,
5492,10.125.196.91,RAC_KJP9M21C,definition Mgmt-intf,,ipv6,,,,
5493,10.125.196.91,RAC_KJP9M21C,definition lte,,ipv4,,,,
5494,10.122.15.156,RAC_DDAMM21C,definition Mgmt-intf,,ipv6,,,,
5495,10.122.15.156,RAC_DDAMM21C,definition lte,,ipv4,,,,
5496,10.122.31.91,RAC_SSCSM21C,definition Mgmt-intf,,ipv6,,,,
5497,10.122.31.91,RAC_SSCSM21C,definition lte,,ipv4,,,,
5498,10.122.28.103,RAC_SIWTM21C,definition Mgmt-intf,,ipv6,,,,
5499,10.122.28.103,RAC_SIWTM21C,definition lte,,ipv4,,,,
5500,10.125.198.199,RAC_ON65M21C,definition Mgmt-intf,,ipv6,,,,
5501,10.125.198.199,RAC_ON65M21C,definition lte,,ipv4,,,,
5502,10.122.70.148,RAC_BB3RM21C,definition Mgmt-intf,,ipv6,,,,
5503,10.122.70.148,RAC_BB3RM21C,definition lte,,ipv4,,,,
5504,10.122.23.198,RAC_SK63M21C,definition Mgmt-intf,,ipv6,,,,
5505,10.122.23.198,RAC_SK63M21C,definition lte,,ipv4,,,,
5506,10.122.14.77,RAC_TNLKP21C,definition Mgmt-intf,,ipv6,,,,
5507,10.122.14.77,RAC_TNLKP21C,definition lte,,ipv4,,,,
5508,10.122.42.4,RAC_RGJBP21C,definition Mgmt-intf,,ipv6,,,,
5509,10.124.209.144,RAC_SCK1P51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5510,10.124.209.144,RAC_SCK1P51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5511,10.122.64.21,RAC_CTWHP21C,definition Mgmt-intf,,ipv6,,,,
5512,10.125.198.85,RAC_HAABP21C,definition Mgmt-intf,,ipv6,,,,
5513,10.122.12.36,RAC_BPSHM21C,definition Mgmt-intf,,ipv6,,,,
5514,10.122.12.36,RAC_BPSHM21C,definition lte,,ipv4,,,,
5515,10.122.33.157,RAC_LSP3P21C,definition Mgmt-intf,,ipv6,,,,
5516,10.122.8.93,RAC_ON17M21C,definition Mgmt-intf,,ipv6,,,,
5517,10.122.8.93,RAC_ON17M21C,definition lte,,ipv4,,,,
5518,10.122.13.37,RAC_BCSWP21C,definition Mgmt-intf,,ipv6,,,,
5519,10.122.41.28,RAC_ABB3M21C,definition Mgmt-intf,,ipv6,,,,
5520,10.124.216.78,RAC_BPU2M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
5521,10.124.216.78,RAC_BPU2M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
5522,10.125.198.200,RAC_WSRTM21C,definition Mgmt-intf,,ipv6,,,,
5523,10.125.198.200,RAC_WSRTM21C,definition lte,,ipv4,,,,
