network_ip,ip_address,subnet_mask,hostname,status,planned_chain
10.124.112.0,10.124.112.0,255.255.255.240,,network_ip,
10.124.112.0,10.124.112.1,255.255.255.240,,gateway,
10.124.112.0,10.124.112.2,255.255.255.240,RAG_SCHQ01C_9K,used,
10.124.112.0,10.124.112.3,255.255.255.240,RAG_SCT201C_9K,used,
10.124.112.0,10.124.112.4,255.255.255.240,RAC_SCT2P21C,used,
10.124.112.0,10.124.112.5,255.255.255.240,RAC_SCT1P21C,used,
10.124.112.0,10.124.112.6,255.255.255.240,RAC_SCT2P23C,used,
10.124.112.0,10.124.112.7,255.255.255.240,RAC_ATTCM22C,used,
10.124.112.0,10.124.112.8,255.255.255.240,,,
10.124.112.0,10.124.112.9,255.255.255.240,,,
10.124.112.0,10.124.112.10,255.255.255.240,,,
10.124.112.0,10.124.112.11,255.255.255.240,,,
10.124.112.0,10.124.112.12,255.255.255.240,,,
10.124.112.0,10.124.112.13,255.255.255.240,,,
10.124.112.0,10.124.112.14,255.255.255.240,,,
10.124.112.0,10.124.112.15,255.255.255.240,,boardcast_ip,
10.124.112.112,10.124.112.112,255.255.255.240,,network_ip,
10.124.112.112,10.124.112.113,255.255.255.240,,gateway,
10.124.112.112,10.124.112.114,255.255.255.240,RAG_XWS201C_9K,used,
10.124.112.112,10.124.112.115,255.255.255.240,RAG_XYBP01C_9K,used,
10.124.112.112,10.124.112.116,255.255.255.240,RAC_CTPKP21C,used,
10.124.112.112,10.124.112.117,255.255.255.240,RAC_BPS2M21C,used,
10.124.112.112,10.124.112.118,255.255.255.240,RAC_CS34M21C,used,
10.124.112.112,10.124.112.119,255.255.255.240,RAC_CS39M21C,used,
10.124.112.112,10.124.112.120,255.255.255.240,RAC_NKCIM21C,used,
10.124.112.112,10.124.112.121,255.255.255.240,RAC_WPTHM21C,used,
10.124.112.112,10.124.112.122,255.255.255.240,RAC_SWPPM21C,used,
10.124.112.112,10.124.112.123,255.255.255.240,RAC_WIT1M21C,used,
10.124.112.112,10.124.112.124,255.255.255.240,,,
10.124.112.112,10.124.112.125,255.255.255.240,,,
10.124.112.112,10.124.112.126,255.255.255.240,,,
10.124.112.112,10.124.112.127,255.255.255.240,,boardcast_ip,
10.124.112.128,10.124.112.128,255.255.255.240,,network_ip,
10.124.112.128,10.124.112.129,255.255.255.240,,gateway,
10.124.112.128,10.124.112.130,255.255.255.240,RAG_XYBY01C_9K,used,
10.124.112.128,10.124.112.131,255.255.255.240,RAG_XYKR01C_9K,used,
10.124.112.128,10.124.112.132,255.255.255.240,RAC_CRTBP22C,used,
10.124.112.128,10.124.112.133,255.255.255.240,RAC_CRTBP21C,used,
10.124.112.128,10.124.112.134,255.255.255.240,RAC_TCM1M21C,used,
10.124.112.128,10.124.112.135,255.255.255.240,RAC_TKT2M21C,used,
10.124.112.128,10.124.112.136,255.255.255.240,RAC_RTTBM21C,used,
10.124.112.128,10.124.112.137,255.255.255.240,RAC_WTPLM21C,used,
10.124.112.128,10.124.112.138,255.255.255.240,RAC_SMA9M21C,used,
10.124.112.128,10.124.112.139,255.255.255.240,RAC_SMA2M21C,used,
10.124.112.128,10.124.112.140,255.255.255.240,,,
10.124.112.128,10.124.112.141,255.255.255.240,,,
10.124.112.128,10.124.112.142,255.255.255.240,,,
10.124.112.128,10.124.112.143,255.255.255.240,,boardcast_ip,
10.124.112.144,10.124.112.144,255.255.255.240,,network_ip,
10.124.112.144,10.124.112.145,255.255.255.240,,gateway,
10.124.112.144,10.124.112.146,255.255.255.240,RAG_XYAS01C_9K,used,
10.124.112.144,10.124.112.147,255.255.255.240,RAG_XTSP01C_9K,used,
10.124.112.144,10.124.112.148,255.255.255.240,RAC_MHTPM21C,used,
10.124.112.144,10.124.112.149,255.255.255.240,RAC_RMRDM21C,used,
10.124.112.144,10.124.112.150,255.255.255.240,RAC_RYALM21C,used,
10.124.112.144,10.124.112.151,255.255.255.240,,,
10.124.112.144,10.124.112.152,255.255.255.240,,,
10.124.112.144,10.124.112.153,255.255.255.240,,,
10.124.112.144,10.124.112.154,255.255.255.240,,,
10.124.112.144,10.124.112.155,255.255.255.240,,,
10.124.112.144,10.124.112.156,255.255.255.240,,,
10.124.112.144,10.124.112.157,255.255.255.240,,,
10.124.112.144,10.124.112.158,255.255.255.240,,,
10.124.112.144,10.124.112.159,255.255.255.240,,boardcast_ip,
10.124.112.16,10.124.112.16,255.255.255.240,,network_ip,
10.124.112.16,10.124.112.17,255.255.255.240,,gateway,
10.124.112.16,10.124.112.18,255.255.255.240,RAG_XYTS01C_9K,used,
10.124.112.16,10.124.112.19,255.255.255.240,RAG_XYPN01C_9K,used,
10.124.112.16,10.124.112.20,255.255.255.240,RAC_CTBNP21C,used,
10.124.112.16,10.124.112.21,255.255.255.240,RAC_SK85M21C,used,
10.124.112.16,10.124.112.22,255.255.255.240,RAC_WTAIM21C,used,
10.124.112.16,10.124.112.23,255.255.255.240,RAC_BN09M21C,used,
10.124.112.16,10.124.112.24,255.255.255.240,RAC_USK7M21C,used,
10.124.112.16,10.124.112.25,255.255.255.240,RAC_WSAMM21C,used,
10.124.112.16,10.124.112.26,255.255.255.240,RAC_RGSGM21C,used,
10.124.112.16,10.124.112.27,255.255.255.240,RAC_CCBNP21C,used,
10.124.112.16,10.124.112.28,255.255.255.240,,,
10.124.112.16,10.124.112.29,255.255.255.240,,,
10.124.112.16,10.124.112.30,255.255.255.240,,,
10.124.112.16,10.124.112.31,255.255.255.240,,boardcast_ip,
10.124.112.160,10.124.112.160,255.255.255.240,,network_ip,
10.124.112.160,10.124.112.161,255.255.255.240,,gateway,
10.124.112.160,10.124.112.162,255.255.255.240,RAG_XYAS01C_9K,used,
10.124.112.160,10.124.112.163,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.112.160,10.124.112.164,255.255.255.240,RAC_PNCHM21C,used,
10.124.112.160,10.124.112.165,255.255.255.240,RAC_SIAMP21C,used,
10.124.112.160,10.124.112.166,255.255.255.240,RAC_DISCP21C,used,
10.124.112.160,10.124.112.167,255.255.255.240,RAC_PB34M21C,used,
10.124.112.160,10.124.112.168,255.255.255.240,RAC_CTCLP21C,used,
10.124.112.160,10.124.112.169,255.255.255.240,,,
10.124.112.160,10.124.112.170,255.255.255.240,,,
10.124.112.160,10.124.112.171,255.255.255.240,,,
10.124.112.160,10.124.112.172,255.255.255.240,,,
10.124.112.160,10.124.112.173,255.255.255.240,,,
10.124.112.160,10.124.112.174,255.255.255.240,,,
10.124.112.160,10.124.112.175,255.255.255.240,,boardcast_ip,
10.124.112.176,10.124.112.176,255.255.255.240,,network_ip,
10.124.112.176,10.124.112.177,255.255.255.240,,gateway,
10.124.112.176,10.124.112.178,255.255.255.240,RAG_XYSS01C_9K,used,
10.124.112.176,10.124.112.179,255.255.255.240,RAG_XYAS01C_9K,used,
10.124.112.176,10.124.112.180,255.255.255.240,RAC_CR9PP21C,used,
10.124.112.176,10.124.112.181,255.255.255.240,RAC_IT22M21C,used,
10.124.112.176,10.124.112.182,255.255.255.240,RAC_SPSNM21C,used,
10.124.112.176,10.124.112.183,255.255.255.240,RAC_PR25M21C,used,
10.124.112.176,10.124.112.184,255.255.255.240,RAC_DDAMM21C,used,
10.124.112.176,10.124.112.185,255.255.255.240,RAC_IT36M21C,used,
10.124.112.176,10.124.112.186,255.255.255.240,RAC_KNTRM21C,used,
10.124.112.176,10.124.112.187,255.255.255.240,RAC_CR9RP21C,used,
10.124.112.176,10.124.112.188,255.255.255.240,RAC_TJS1M21C,used,
10.124.112.176,10.124.112.189,255.255.255.240,,,
10.124.112.176,10.124.112.190,255.255.255.240,,,
10.124.112.176,10.124.112.191,255.255.255.240,,boardcast_ip,
10.124.112.192,10.124.112.192,255.255.255.240,,network_ip,
10.124.112.192,10.124.112.193,255.255.255.240,,gateway,
10.124.112.192,10.124.112.194,255.255.255.240,RAG_XYAS01C_9K,used,
10.124.112.192,10.124.112.195,255.255.255.240,RAG_XYSC01C_9K,used,
10.124.112.192,10.124.112.196,255.255.255.240,RAC_RYTPM21C,used,
10.124.112.192,10.124.112.197,255.255.255.240,,,
10.124.112.192,10.124.112.198,255.255.255.240,,,
10.124.112.192,10.124.112.199,255.255.255.240,,,
10.124.112.192,10.124.112.200,255.255.255.240,,,
10.124.112.192,10.124.112.201,255.255.255.240,,,
10.124.112.192,10.124.112.202,255.255.255.240,,,
10.124.112.192,10.124.112.203,255.255.255.240,,,
10.124.112.192,10.124.112.204,255.255.255.240,,,
10.124.112.192,10.124.112.205,255.255.255.240,,,
10.124.112.192,10.124.112.206,255.255.255.240,,,
10.124.112.192,10.124.112.207,255.255.255.240,,boardcast_ip,
10.124.112.208,10.124.112.208,255.255.255.240,,network_ip,
10.124.112.208,10.124.112.209,255.255.255.240,,gateway,
10.124.112.208,10.124.112.210,255.255.255.240,,,
10.124.112.208,10.124.112.211,255.255.255.240,,,
10.124.112.208,10.124.112.212,255.255.255.240,,,
10.124.112.208,10.124.112.213,255.255.255.240,,,
10.124.112.208,10.124.112.214,255.255.255.240,,,
10.124.112.208,10.124.112.215,255.255.255.240,,,
10.124.112.208,10.124.112.216,255.255.255.240,,,
10.124.112.208,10.124.112.217,255.255.255.240,,,
10.124.112.208,10.124.112.218,255.255.255.240,,,
10.124.112.208,10.124.112.219,255.255.255.240,,,
10.124.112.208,10.124.112.220,255.255.255.240,,,
10.124.112.208,10.124.112.221,255.255.255.240,,,
10.124.112.208,10.124.112.222,255.255.255.240,,,
10.124.112.208,10.124.112.223,255.255.255.240,,boardcast_ip,
10.124.112.224,10.124.112.224,255.255.255.240,,network_ip,
10.124.112.224,10.124.112.225,255.255.255.240,,gateway,
10.124.112.224,10.124.112.226,255.255.255.240,RAG_XYAS01C_9K,used,
10.124.112.224,10.124.112.227,255.255.255.240,RAG_XYEM01C_9K,used,
10.124.112.224,10.124.112.228,255.255.255.240,RAC_EQTBP21C,used,
10.124.112.224,10.124.112.229,255.255.255.240,,,
10.124.112.224,10.124.112.230,255.255.255.240,,,
10.124.112.224,10.124.112.231,255.255.255.240,,,
10.124.112.224,10.124.112.232,255.255.255.240,,,
10.124.112.224,10.124.112.233,255.255.255.240,,,
10.124.112.224,10.124.112.234,255.255.255.240,,,
10.124.112.224,10.124.112.235,255.255.255.240,,,
10.124.112.224,10.124.112.236,255.255.255.240,,,
10.124.112.224,10.124.112.237,255.255.255.240,,,
10.124.112.224,10.124.112.238,255.255.255.240,,,
10.124.112.224,10.124.112.239,255.255.255.240,,boardcast_ip,
10.124.112.240,10.124.112.240,255.255.255.240,,network_ip,
10.124.112.240,10.124.112.241,255.255.255.240,,gateway,
10.124.112.240,10.124.112.242,255.255.255.240,,,
10.124.112.240,10.124.112.243,255.255.255.240,,,
10.124.112.240,10.124.112.244,255.255.255.240,,,
10.124.112.240,10.124.112.245,255.255.255.240,,,
10.124.112.240,10.124.112.246,255.255.255.240,,,
10.124.112.240,10.124.112.247,255.255.255.240,,,
10.124.112.240,10.124.112.248,255.255.255.240,,,
10.124.112.240,10.124.112.249,255.255.255.240,,,
10.124.112.240,10.124.112.250,255.255.255.240,,,
10.124.112.240,10.124.112.251,255.255.255.240,,,
10.124.112.240,10.124.112.252,255.255.255.240,,,
10.124.112.240,10.124.112.253,255.255.255.240,,,
10.124.112.240,10.124.112.254,255.255.255.240,,,
10.124.112.240,10.124.112.255,255.255.255.240,,boardcast_ip,
10.124.112.32,10.124.112.32,255.255.255.240,,network_ip,
10.124.112.32,10.124.112.33,255.255.255.240,,gateway,
10.124.112.32,10.124.112.34,255.255.255.240,RAG_XYKR01C_9K,used,
10.124.112.32,10.124.112.35,255.255.255.240,RAG_XYBP01C_9K,used,
10.124.112.32,10.124.112.36,255.255.255.240,RAC_TMNWP21C,used,
10.124.112.32,10.124.112.37,255.255.255.240,RAC_SKIKM21C,used,
10.124.112.32,10.124.112.38,255.255.255.240,RAC_RAADM21C,used,
10.124.112.32,10.124.112.39,255.255.255.240,RAC_SMSPP21C,used,
10.124.112.32,10.124.112.40,255.255.255.240,RAC_SKHTM21C,used,
10.124.112.32,10.124.112.41,255.255.255.240,RAC_KN11M21C,used,
10.124.112.32,10.124.112.42,255.255.255.240,RAC_KTSCM21C,used,
10.124.112.32,10.124.112.43,255.255.255.240,RAC_WCHRM21C,used,
10.124.112.32,10.124.112.44,255.255.255.240,,,
10.124.112.32,10.124.112.45,255.255.255.240,,,
10.124.112.32,10.124.112.46,255.255.255.240,,,
10.124.112.32,10.124.112.47,255.255.255.240,,boardcast_ip,
10.124.112.48,10.124.112.48,255.255.255.240,,network_ip,
10.124.112.48,10.124.112.49,255.255.255.240,,gateway,
10.124.112.48,10.124.112.50,255.255.255.240,RAG_XSK301C_9K,used,
10.124.112.48,10.124.112.51,255.255.255.240,RAG_XYEM01C_9K,used,
10.124.112.48,10.124.112.52,255.255.255.240,RAC_TMBPP22C,used,
10.124.112.48,10.124.112.53,255.255.255.240,RAC_HPS1M21C,used,
10.124.112.48,10.124.112.54,255.255.255.240,RAC_HPPYM21C,used,
10.124.112.48,10.124.112.55,255.255.255.240,RAC_TMBPP21C,used,
10.124.112.48,10.124.112.56,255.255.255.240,,,
10.124.112.48,10.124.112.57,255.255.255.240,,,
10.124.112.48,10.124.112.58,255.255.255.240,,,
10.124.112.48,10.124.112.59,255.255.255.240,,,
10.124.112.48,10.124.112.60,255.255.255.240,,,
10.124.112.48,10.124.112.61,255.255.255.240,,,
10.124.112.48,10.124.112.62,255.255.255.240,,,
10.124.112.48,10.124.112.63,255.255.255.240,,boardcast_ip,
10.124.112.64,10.124.112.64,255.255.255.240,,network_ip,C327
10.124.112.64,10.124.112.65,255.255.255.240,,gateway,C327
10.124.112.64,10.124.112.66,255.255.255.240,RAG_XYBY01C_9K,used,C327
10.124.112.64,10.124.112.67,255.255.255.240,RAG_XYKW01C_9K,used,C327
10.124.112.64,10.124.112.68,255.255.255.240,RAC_NIPNM21C,used,C327
10.124.112.64,10.124.112.69,255.255.255.240,RAC_WSNWM21C,used,C327
10.124.112.64,10.124.112.70,255.255.255.240,RAC_SIWTM21C,used,C327
10.124.112.64,10.124.112.71,255.255.255.240,RAC_PYWRM21C,used,C327
10.124.112.64,10.124.112.72,255.255.255.240,RAC_LKTRM21C,used,C327
10.124.112.64,10.124.112.73,255.255.255.240,RAC_WKCWM21C,used,C327
10.124.112.64,10.124.112.74,255.255.255.240,RAC_TMRKM21C,used,C327
10.124.112.64,10.124.112.75,255.255.255.240,RAC_MBSNM21C,used,C327
10.124.112.64,10.124.112.76,255.255.255.240,RAC_MBB2M21C,used,C327
10.124.112.64,10.124.112.77,255.255.255.240,,,C327
10.124.112.64,10.124.112.78,255.255.255.240,,,C327
10.124.112.64,10.124.112.79,255.255.255.240,,boardcast_ip,C327
10.124.112.80,10.124.112.80,255.255.255.240,,network_ip,
10.124.112.80,10.124.112.81,255.255.255.240,,gateway,
10.124.112.80,10.124.112.82,255.255.255.240,RAG_XYRR01C_9K,used,
10.124.112.80,10.124.112.83,255.255.255.240,RAG_XYSC01C_9K,used,
10.124.112.80,10.124.112.84,255.255.255.240,RAC_CUBSM21C,used,
10.124.112.80,10.124.112.85,255.255.255.240,RAC_NVTSM21C,used,
10.124.112.80,10.124.112.86,255.255.255.240,RAC_SNTWM21C,used,
10.124.112.80,10.124.112.87,255.255.255.240,RAC_SQS1M21C,used,
10.124.112.80,10.124.112.88,255.255.255.240,RAC_CACUM21C,used,
10.124.112.80,10.124.112.89,255.255.255.240,RAC_SBTSP21C,used,
10.124.112.80,10.124.112.90,255.255.255.240,RAC_R604M21C,used,
10.124.112.80,10.124.112.91,255.255.255.240,,,
10.124.112.80,10.124.112.92,255.255.255.240,,,
10.124.112.80,10.124.112.93,255.255.255.240,,,
10.124.112.80,10.124.112.94,255.255.255.240,,,
10.124.112.80,10.124.112.95,255.255.255.240,,boardcast_ip,
10.124.112.96,10.124.112.96,255.255.255.240,,network_ip,
10.124.112.96,10.124.112.97,255.255.255.240,,gateway,
10.124.112.96,10.124.112.98,255.255.255.240,RAG_XYAS01C_9K,used,
10.124.112.96,10.124.112.99,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.112.96,10.124.112.100,255.255.255.240,RAC_GSPZM21C,used,
10.124.112.96,10.124.112.101,255.255.255.240,RAC_PBX1M21C,used,
10.124.112.96,10.124.112.102,255.255.255.240,RAC_CRCRM21C,used,
10.124.112.96,10.124.112.103,255.255.255.240,,,
10.124.112.96,10.124.112.104,255.255.255.240,,,
10.124.112.96,10.124.112.105,255.255.255.240,,,
10.124.112.96,10.124.112.106,255.255.255.240,,,
10.124.112.96,10.124.112.107,255.255.255.240,,,
10.124.112.96,10.124.112.108,255.255.255.240,,,
10.124.112.96,10.124.112.109,255.255.255.240,,,
10.124.112.96,10.124.112.110,255.255.255.240,,,
10.124.112.96,10.124.112.111,255.255.255.240,,boardcast_ip,
10.124.113.0,10.124.113.0,255.255.255.240,,network_ip,
10.124.113.0,10.124.113.1,255.255.255.240,,gateway,
10.124.113.0,10.124.113.2,255.255.255.240,RAG_XYTP01C_9K,used,
10.124.113.0,10.124.113.3,255.255.255.240,RAG_XYSC01C_9K,used,
10.124.113.0,10.124.113.4,255.255.255.240,RAC_ICSAP21C,used,
10.124.113.0,10.124.113.5,255.255.255.240,RAC_MSBJM21C,used,
10.124.113.0,10.124.113.6,255.255.255.240,RAC_KTBBA21C,used,
10.124.113.0,10.124.113.7,255.255.255.240,RAC_WWYBA21C,used,
10.124.113.0,10.124.113.8,255.255.255.240,,,
10.124.113.0,10.124.113.9,255.255.255.240,,,
10.124.113.0,10.124.113.10,255.255.255.240,,,
10.124.113.0,10.124.113.11,255.255.255.240,,,
10.124.113.0,10.124.113.12,255.255.255.240,,,
10.124.113.0,10.124.113.13,255.255.255.240,,,
10.124.113.0,10.124.113.14,255.255.255.240,,,
10.124.113.0,10.124.113.15,255.255.255.240,,boardcast_ip,
10.124.113.112,10.124.113.112,255.255.255.240,,network_ip,
10.124.113.112,10.124.113.113,255.255.255.240,,gateway,
10.124.113.112,10.124.113.114,255.255.255.240,RAG_XYAS01C_9K,used,
10.124.113.112,10.124.113.115,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.113.112,10.124.113.116,255.255.255.240,RAC_SPRCP21C,used,
10.124.113.112,10.124.113.117,255.255.255.240,RAC_SGSWP21C,used,
10.124.113.112,10.124.113.118,255.255.255.240,RAC_SGNWP21C,used,
10.124.113.112,10.124.113.119,255.255.255.240,,,
10.124.113.112,10.124.113.120,255.255.255.240,,,
10.124.113.112,10.124.113.121,255.255.255.240,,,
10.124.113.112,10.124.113.122,255.255.255.240,,,
10.124.113.112,10.124.113.123,255.255.255.240,,,
10.124.113.112,10.124.113.124,255.255.255.240,,,
10.124.113.112,10.124.113.125,255.255.255.240,,,
10.124.113.112,10.124.113.126,255.255.255.240,,,
10.124.113.112,10.124.113.127,255.255.255.240,,boardcast_ip,
10.124.113.128,10.124.113.128,255.255.255.240,,network_ip,
10.124.113.128,10.124.113.129,255.255.255.240,,gateway,
10.124.113.128,10.124.113.130,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.113.128,10.124.113.131,255.255.255.240,RAG_XYAS01C_9K,used,
10.124.113.128,10.124.113.132,255.255.255.240,RAC_CWD1A21C,used,
10.124.113.128,10.124.113.133,255.255.255.240,RAC_LZENP21C,used,
10.124.113.128,10.124.113.134,255.255.255.240,,,
10.124.113.128,10.124.113.135,255.255.255.240,,,
10.124.113.128,10.124.113.136,255.255.255.240,,,
10.124.113.128,10.124.113.137,255.255.255.240,,,
10.124.113.128,10.124.113.138,255.255.255.240,,,
10.124.113.128,10.124.113.139,255.255.255.240,,,
10.124.113.128,10.124.113.140,255.255.255.240,,,
10.124.113.128,10.124.113.141,255.255.255.240,,,
10.124.113.128,10.124.113.142,255.255.255.240,,,
10.124.113.128,10.124.113.143,255.255.255.240,,boardcast_ip,
10.124.113.144,10.124.113.144,255.255.255.240,,network_ip,
10.124.113.144,10.124.113.145,255.255.255.240,,gateway,
10.124.113.144,10.124.113.146,255.255.255.240,RAG_SCT201C_9K,used,
10.124.113.144,10.124.113.147,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.113.144,10.124.113.148,255.255.255.240,RAC_PYN8M21C,used,
10.124.113.144,10.124.113.149,255.255.255.240,RAC_WTNSM21C,used,
10.124.113.144,10.124.113.150,255.255.255.240,RAC_SNAOM21C,used,
10.124.113.144,10.124.113.151,255.255.255.240,RAC_SNPBM21C,used,
10.124.113.144,10.124.113.152,255.255.255.240,RAC_SCT1P22C,used,
10.124.113.144,10.124.113.153,255.255.255.240,RAC_IBMTP21C,used,
10.124.113.144,10.124.113.154,255.255.255.240,,,
10.124.113.144,10.124.113.155,255.255.255.240,,,
10.124.113.144,10.124.113.156,255.255.255.240,,,
10.124.113.144,10.124.113.157,255.255.255.240,,,
10.124.113.144,10.124.113.158,255.255.255.240,,,
10.124.113.144,10.124.113.159,255.255.255.240,,boardcast_ip,
10.124.113.16,10.124.113.16,255.255.255.240,,network_ip,
10.124.113.16,10.124.113.17,255.255.255.240,,gateway,
10.124.113.16,10.124.113.18,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.113.16,10.124.113.19,255.255.255.240,RAG_XYAS01C_9K,used,
10.124.113.16,10.124.113.20,255.255.255.240,RAC_CTWPP21C,used,
10.124.113.16,10.124.113.21,255.255.255.240,,,
10.124.113.16,10.124.113.22,255.255.255.240,,,
10.124.113.16,10.124.113.23,255.255.255.240,,,
10.124.113.16,10.124.113.24,255.255.255.240,,,
10.124.113.16,10.124.113.25,255.255.255.240,,,
10.124.113.16,10.124.113.26,255.255.255.240,,,
10.124.113.16,10.124.113.27,255.255.255.240,,,
10.124.113.16,10.124.113.28,255.255.255.240,,,
10.124.113.16,10.124.113.29,255.255.255.240,,,
10.124.113.16,10.124.113.30,255.255.255.240,,,
10.124.113.16,10.124.113.31,255.255.255.240,,boardcast_ip,
10.124.113.160,10.124.113.160,255.255.255.240,,network_ip,
10.124.113.160,10.124.113.161,255.255.255.240,,gateway,
10.124.113.160,10.124.113.162,255.255.255.240,RAG_SCT201C_9K,used,
10.124.113.160,10.124.113.163,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.113.160,10.124.113.164,255.255.255.240,RAC_ASC2M21C,used,
10.124.113.160,10.124.113.165,255.255.255.240,,,
10.124.113.160,10.124.113.166,255.255.255.240,RAC_SSWAM21C,used,
10.124.113.160,10.124.113.167,255.255.255.240,RAC_PSNIM21C,used,
10.124.113.160,10.124.113.168,255.255.255.240,RAC_URP1M21C,used,
10.124.113.160,10.124.113.169,255.255.255.240,RAC_RAMAM21C,used,
10.124.113.160,10.124.113.170,255.255.255.240,RAC_STS1M21C,used,
10.124.113.160,10.124.113.171,255.255.255.240,,,
10.124.113.160,10.124.113.172,255.255.255.240,,,
10.124.113.160,10.124.113.173,255.255.255.240,,,
10.124.113.160,10.124.113.174,255.255.255.240,,,
10.124.113.160,10.124.113.175,255.255.255.240,,boardcast_ip,
10.124.113.176,10.124.113.176,255.255.255.240,,network_ip,
10.124.113.176,10.124.113.177,255.255.255.240,,gateway,
10.124.113.176,10.124.113.178,255.255.255.240,RAG_XYRR01C_9K,used,
10.124.113.176,10.124.113.179,255.255.255.240,RAG_XYEM01C_9K,used,
10.124.113.176,10.124.113.180,255.255.255.240,RAC_ASSKM21C,used,
10.124.113.176,10.124.113.181,255.255.255.240,RAC_TSQEM21C,used,
10.124.113.176,10.124.113.182,255.255.255.240,RAC_SMWTM21C,used,
10.124.113.176,10.124.113.183,255.255.255.240,RAC_SPLPM21C,used,
10.124.113.176,10.124.113.184,255.255.255.240,RAC_PRP1M21C,used,
10.124.113.176,10.124.113.185,255.255.255.240,RAC_SATGM21C,used,
10.124.113.176,10.124.113.186,255.255.255.240,RAC_PBRRM21C,used,
10.124.113.176,10.124.113.187,255.255.255.240,RAC_PG49M21C,used,
10.124.113.176,10.124.113.188,255.255.255.240,,,
10.124.113.176,10.124.113.189,255.255.255.240,,,
10.124.113.176,10.124.113.190,255.255.255.240,,,
10.124.113.176,10.124.113.191,255.255.255.240,,boardcast_ip,
10.124.113.192,10.124.113.192,255.255.255.240,,network_ip,
10.124.113.192,10.124.113.193,255.255.255.240,,gateway,
10.124.113.192,10.124.113.194,255.255.255.240,RAG_XYSC01C_9K,used,
10.124.113.192,10.124.113.195,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.113.192,10.124.113.196,255.255.255.240,RAC_WHLPM21C,used,
10.124.113.192,10.124.113.197,255.255.255.240,RAC_MONTP21C,used,
10.124.113.192,10.124.113.198,255.255.255.240,,,
10.124.113.192,10.124.113.199,255.255.255.240,,,
10.124.113.192,10.124.113.200,255.255.255.240,,,
10.124.113.192,10.124.113.201,255.255.255.240,,,
10.124.113.192,10.124.113.202,255.255.255.240,,,
10.124.113.192,10.124.113.203,255.255.255.240,,,
10.124.113.192,10.124.113.204,255.255.255.240,,,
10.124.113.192,10.124.113.205,255.255.255.240,,,
10.124.113.192,10.124.113.206,255.255.255.240,,,
10.124.113.192,10.124.113.207,255.255.255.240,,boardcast_ip,
10.124.113.208,10.124.113.208,255.255.255.240,,network_ip,
10.124.113.208,10.124.113.209,255.255.255.240,,gateway,
10.124.113.208,10.124.113.210,255.255.255.240,RAG_XTSP01C_9K,used,
10.124.113.208,10.124.113.211,255.255.255.240,RAG_XYSC01C_9K,used,
10.124.113.208,10.124.113.212,255.255.255.240,RAC_KCCBM21C,used,
10.124.113.208,10.124.113.213,255.255.255.240,,,
10.124.113.208,10.124.113.214,255.255.255.240,,,
10.124.113.208,10.124.113.215,255.255.255.240,RAC_SFTVM21C,used,
10.124.113.208,10.124.113.216,255.255.255.240,,,
10.124.113.208,10.124.113.217,255.255.255.240,,,
10.124.113.208,10.124.113.218,255.255.255.240,,,
10.124.113.208,10.124.113.219,255.255.255.240,,,
10.124.113.208,10.124.113.220,255.255.255.240,,,
10.124.113.208,10.124.113.221,255.255.255.240,,,
10.124.113.208,10.124.113.222,255.255.255.240,,,
10.124.113.208,10.124.113.223,255.255.255.240,,boardcast_ip,
10.124.113.224,10.124.113.224,255.255.255.240,,network_ip,
10.124.113.224,10.124.113.225,255.255.255.240,,gateway,
10.124.113.224,10.124.113.226,255.255.255.240,RAG_SCHQ01C_9K,used,
10.124.113.224,10.124.113.227,255.255.255.240,RAG_SCT201C_9K,used,
10.124.113.224,10.124.113.228,255.255.255.240,,,
10.124.113.224,10.124.113.229,255.255.255.240,,,
10.124.113.224,10.124.113.230,255.255.255.240,,,
10.124.113.224,10.124.113.231,255.255.255.240,RAC_PY23M21C,used,
10.124.113.224,10.124.113.232,255.255.255.240,RAC_RASAM21C,used,
10.124.113.224,10.124.113.233,255.255.255.240,RAC_LPNGM21C,used,
10.124.113.224,10.124.113.234,255.255.255.240,,,
10.124.113.224,10.124.113.235,255.255.255.240,,,
10.124.113.224,10.124.113.236,255.255.255.240,,,
10.124.113.224,10.124.113.237,255.255.255.240,,,
10.124.113.224,10.124.113.238,255.255.255.240,,,
10.124.113.224,10.124.113.239,255.255.255.240,,boardcast_ip,
10.124.113.240,10.124.113.240,255.255.255.240,,network_ip,
10.124.113.240,10.124.113.241,255.255.255.240,,gateway,
10.124.113.240,10.124.113.242,255.255.255.240,RAG_SCT201C_9K,used,
10.124.113.240,10.124.113.243,255.255.255.240,RAG_XYSS01C_9K,used,
10.124.113.240,10.124.113.244,255.255.255.240,RAC_IT07M21C,used,
10.124.113.240,10.124.113.245,255.255.255.240,RAC_DLDTM21C,used,
10.124.113.240,10.124.113.246,255.255.255.240,RAC_WPTNM21C,used,
10.124.113.240,10.124.113.247,255.255.255.240,RAC_GSB9M21C,used,
